Origin_Label,Destination_Label,Product_Code,TFT_Forecast_Year+1,TFT_Forecast_Year+2
Croatia,Singapore,6109,1.3003299,1.2968866
Croatia,Singapore,8517,9.504371,8.596345
Croatia,Slovakia,2106,0.22368822,0.17754512
Croatia,Slovakia,3304,0.7107819,0.5031666
Croatia,Slovakia,6109,6.4296994,5.7827377
Croatia,Slovakia,9404,0.53738225,0.3066995
Croatia,Slovenia,9404,0.3882924,0.40426305
Croatia,"Switzerland, Liechtenstein",2106,0.45363656,0.40338874
Croatia,"Switzerland, Liechtenstein",3304,1.1693877,0.99778616
Croatia,"Switzerland, Liechtenstein",6109,3.0383084,2.8693728
Croatia,"Switzerland, Liechtenstein",8517,23.474293,22.497087
Croatia,"Switzerland, Liechtenstein",9404,0.5059749,0.4620657
Croatia,Ukraine,2106,2.2906816,1.4931308
Croatia,Ukraine,3304,0.9004072,0.7306529
Croatia,Ukraine,8517,8.264858,7.984867
Croatia,Ukraine,9404,0.39075467,0.39137605
Croatia,United Arab Emirates,2106,0.40976724,0.28873783
Croatia,United Arab Emirates,3304,1.3851697,1.4068716
Croatia,United Arab Emirates,6109,2.649666,2.6937335
Croatia,United Arab Emirates,8517,2.6963797,2.5295377
Croatia,United States of America,2106,0.2816764,0.2549497
Croatia,United States of America,3304,0.8823376,0.53900754
Croatia,United States of America,6109,3.9414172,3.9246576
Croatia,United States of America,8517,7.0411954,7.224028
Croatia,United States of America,9404,0.39902782,0.39792472
Croatia,Viet Nam,3304,0.7031277,0.61213636
Cuba,Germany,2106,0.24741806,0.2473987
Curacao,Antigua and Barbuda,2106,0.094537646,0.10545305
Curacao,Antigua and Barbuda,6109,0.64309543,0.43336898
Curacao,Antigua and Barbuda,8517,1.2859318,1.0568726
Curacao,Aruba,2106,0.12189791,0.15616615
Curacao,Aruba,3304,0.7095576,0.37416878
Curacao,Aruba,8517,3.0605242,3.3830333
Curacao,Aruba,9404,0.3169901,0.3099327
Curacao,Barbados,8517,18.935259,16.276495
Curacao,Cayman Islands,3304,0.5503835,0.5309007
Curacao,Grenada,3304,0.15011746,0.1004217
Curacao,Grenada,6109,0.69669235,0.6109133
Curacao,Grenada,8517,1.3253742,1.2983366
Curacao,Grenada,9404,0.22546068,0.22018878
Curacao,Guyana,6109,0.49450716,0.34859148
Curacao,Guyana,9404,0.28139466,0.2867346
Curacao,Jamaica,2106,3.8505003,0.25270346
Curacao,Jamaica,6109,0.83331686,0.82774013
Curacao,Montserrat,2106,0.07336535,0.066965766
Curacao,Montserrat,3304,0.2794248,0.23363385
Curacao,Montserrat,6109,2.1257527,1.1387869
Curacao,Montserrat,8517,3.2635527,2.5747354
Curacao,Montserrat,9404,0.46560585,0.43384516
Curacao,Mozambique,8517,12.686956,12.570856
Curacao,Netherlands (Kingdom of the),2106,0.18570141,0.18014556
Curacao,Netherlands (Kingdom of the),3304,0.5473553,0.6656809
Curacao,Netherlands (Kingdom of the),6109,2.159601,1.9380363
Curacao,Netherlands (Kingdom of the),8517,14.930136,15.455298
Curacao,Saint Kitts and Nevis,2106,0.13119604,0.114585064
Curacao,Saint Kitts and Nevis,3304,0.19605452,0.13346833
Curacao,Saint Kitts and Nevis,6109,1.5358481,1.5557992
Curacao,Saint Kitts and Nevis,8517,2.054483,2.0707412
Curacao,Saint Kitts and Nevis,9404,0.4260292,0.3598971
Curacao,Saint Vincent and the Grenadines,2106,0.13144599,0.10346638
Curacao,Saint Vincent and the Grenadines,3304,0.24684963,0.48850912
Curacao,Saint Vincent and the Grenadines,8517,5.6735644,2.10765
Curacao,Suriname,6109,0.6506099,0.6195201
Curacao,Suriname,8517,2.4598155,2.4267955
Curacao,Trinidad and Tobago,6109,0.50095654,0.47642514
Curacao,Trinidad and Tobago,8517,2.503186,3.016498
Curacao,United States of America,3304,0.8524588,0.7835918
Curacao,United States of America,8517,20.594147,20.03875
Cyprus,Australia,2106,0.3205862,0.24874923
Cyprus,Austria,2106,0.106871605,0.106845535
Cyprus,Austria,8517,15.4050255,16.247904
Cyprus,Belgium,8517,12.85784,11.757799
Cyprus,Botswana,8517,32.89449,28.761353
Cyprus,Bulgaria,2106,1.3707786,0.5874128
Cyprus,Bulgaria,6109,2.8845134,2.8680935
Cyprus,Bulgaria,8517,14.111039,17.59162
Cyprus,Chile,8517,8.19381,10.1806755
Cyprus,"China, Hong Kong SAR",3304,0.599408,0.5008843
Cyprus,"China, Hong Kong SAR",8517,21.219255,16.236145
Cyprus,China,8517,6.1838775,6.0102515
Cyprus,Croatia,2106,0.39675534,0.15899897
Cyprus,Croatia,6109,1.493199,1.4954197
Cyprus,Croatia,8517,10.264813,9.802552
Cyprus,Czechia,2106,1.7554458,2.3497732
Cyprus,Czechia,3304,43.32155,20.036907
Cyprus,Czechia,8517,53.530094,53.597073
Cyprus,Denmark,2106,0.8710382,0.8954717
Cyprus,Denmark,3304,2.866649,1.967639
Cyprus,Denmark,8517,8.194433,8.111467
Cyprus,Egypt,8517,2.5102549,2.3618753
Cyprus,France,3304,0.65037644,0.5615743
Cyprus,France,6109,2.3105214,2.0554416
Cyprus,France,8517,22.383802,23.424255
Cyprus,Germany,2106,0.492911,0.3080752
Cyprus,Germany,6109,4.6144104,4.510903
Cyprus,Germany,8517,52.254,45.140545
Cyprus,Germany,9404,0.5273059,0.5664744
Cyprus,Greece,2106,0.36339888,0.36720714
Cyprus,Greece,3304,0.6388661,0.43127304
Cyprus,Greece,6109,1.019661,0.98944545
Cyprus,Greece,8517,29.124237,20.384666
Cyprus,Greece,9404,0.56206256,0.5486236
Cyprus,Guinea,8517,40.789604,41.002743
Cyprus,Indonesia,2106,1.9976845,0.19776464
Cyprus,Indonesia,3304,1.2389768,1.3487756
Cyprus,Israel,6109,1.4647408,1.3002241
Cyprus,Israel,8517,12.789654,12.687704
Cyprus,Italy,2106,1.1162405,0.63162
Cyprus,Italy,3304,0.40661374,0.3565354
Cyprus,Italy,6109,1.412279,1.1728684
Cyprus,Italy,8517,13.947394,13.7116375
Cyprus,Japan,8517,5.8802357,5.992437
Cyprus,Kazakhstan,2106,1.4052033,1.4240785
Cyprus,"Korea, Republic of",3304,0.81558913,0.8078875
Cyprus,"Korea, Republic of",6109,5.1897736,1.5231206
Cyprus,"Korea, Republic of",8517,3.7759066,3.688038
Cyprus,Kuwait,3304,1.4301866,1.1807379
Cyprus,Kuwait,9404,0.42376417,0.42026648
Cyprus,Lithuania,2106,1.8504773,1.481883
Cyprus,Lithuania,3304,2.9620442,1.7618668
Cyprus,Lithuania,8517,34.098717,33.934288
Cyprus,Malawi,8517,35.512974,30.129078
Cyprus,Malta,2106,0.97189003,0.814568
Cyprus,Mauritius,8517,18.221823,16.868742
Cyprus,Netherlands (Kingdom of the),2106,0.17495619,0.16850425
Cyprus,Netherlands (Kingdom of the),3304,0.49799716,0.46191227
Cyprus,Netherlands (Kingdom of the),6109,1.3047315,1.3854556
Cyprus,Netherlands (Kingdom of the),8517,6.491332,6.701477
Cyprus,Netherlands (Kingdom of the),9404,0.533545,0.5179326
Cyprus,Nigeria,8517,5.41668,5.1820035
Cyprus,Norway,2106,1.6113397,1.6632931
Cyprus,Norway,3304,1.768445,1.6195912
Cyprus,Norway,8517,8.872677,8.495256
Cyprus,Poland,3304,1.0672657,0.63859797
Cyprus,Poland,8517,12.441576,12.443544
Cyprus,Russian Federation,3304,0.596656,0.5414337
Cyprus,Saudi Arabia,2106,0.14318164,0.131546
Cyprus,Saudi Arabia,8517,11.802104,12.022078
Cyprus,Singapore,2106,0.39762798,0.23887917
Cyprus,Singapore,8517,28.906929,27.905529
Cyprus,Slovakia,2106,1.2643033,1.152806
Cyprus,Slovakia,3304,1.9930975,1.7945201
Cyprus,Slovakia,6109,7.6088223,7.377456
Cyprus,"Switzerland, Liechtenstein",3304,2.0018466,1.0550846
Cyprus,Ukraine,2106,1.0855474,0.96366554
Cyprus,Ukraine,3304,2.8286438,2.1881943
Cyprus,United Arab Emirates,2106,0.07990401,0.0652514
Cyprus,United Arab Emirates,3304,0.97974867,0.619067
Cyprus,United Arab Emirates,6109,1.9571452,1.4296058
Cyprus,United Arab Emirates,8517,12.12482,6.8231215
Cyprus,United States of America,2106,1.263574,0.9393537
Cyprus,United States of America,8517,5.438418,5.8334875
Cyprus,Uzbekistan,8517,17.59008,16.74476
Czechia,Algeria,2106,0.19185026,0.20292114
Czechia,Algeria,3304,0.9293463,0.8862642
Czechia,Algeria,8517,4.0732994,4.0485225
Czechia,Andorra,6109,1.5002164,1.492568
Czechia,Andorra,8517,25.948692,26.39764
Czechia,Antigua and Barbuda,8517,12.483672,12.469666
Czechia,Argentina,2106,0.45155102,0.3049644
Czechia,Argentina,3304,0.21268769,0.21982256
Czechia,Argentina,8517,3.6733587,3.6253188
Czechia,Argentina,9404,0.9157142,0.42187357
Czechia,Armenia,3304,2.190696,1.2841713
Czechia,Australia,2106,0.37543333,0.3910832
Czechia,Australia,3304,0.5227024,0.1964161
Czechia,Australia,8517,1.2574968,1.0294334
Czechia,Australia,9404,0.19319382,0.2888074
Czechia,Austria,2106,0.23497573,0.1913905
Czechia,Austria,3304,0.63010246,0.48027846
Czechia,Austria,6109,1.1287625,1.1199998
Czechia,Austria,8517,9.780395,9.568909
Czechia,Austria,9404,0.40778312,0.44004238
Czechia,Azerbaijan,2106,0.7281258,0.70603055
Czechia,Azerbaijan,3304,0.87844515,0.67953336
Czechia,Bahrain,2106,0.8733057,0.7601373
Czechia,Bahrain,3304,0.76969,0.49824598
Czechia,Bahrain,6109,4.105304,4.0974197
Czechia,Bahrain,8517,7.6190586,7.746569
Czechia,Bahrain,9404,1.0494026,0.8341412
Czechia,Belarus,2106,0.24232912,0.24487153
Czechia,Belarus,3304,0.77213633,0.8281162
Czechia,Belarus,6109,3.5291612,3.5135233
Czechia,Belarus,8517,9.70821,10.9903
Czechia,Belarus,9404,0.43341684,0.4258965
Czechia,Belgium,2106,0.28246167,0.29567355
Czechia,Belgium,3304,0.6475412,0.2546857
Czechia,Belgium,6109,1.4892559,1.2404308
Czechia,Belgium,8517,8.61816,8.461856
Czechia,Belgium,9404,0.47023973,0.4529107
Czechia,Bermuda,3304,0.46403542,0.3860613
Czechia,Bolivia (Plurinational State of),3304,3.3041604,3.1906555
Czechia,Botswana,8517,8.3075285,7.6781087
Czechia,Brazil,2106,0.06927951,0.08675375
Czechia,Brazil,3304,0.8872257,0.8810093
Czechia,Brazil,8517,1.5039836,1.6663429
Czechia,Brunei Darussalam,3304,0.29283416,0.19363114
Czechia,Bulgaria,2106,0.4352234,0.39627257
Czechia,Bulgaria,3304,1.1704139,0.7001964
Czechia,Bulgaria,6109,1.0688887,1.3838727
Czechia,Bulgaria,8517,27.415636,28.70654
Czechia,Bulgaria,9404,0.6534383,0.64994174
Czechia,Burkina Faso,8517,4.487829,4.2191877
Czechia,Cambodia,2106,0.64108336,0.30425057
Czechia,Cambodia,8517,8.814517,7.977613
Czechia,Cameroon,2106,0.66794884,0.6463537
Czechia,Cameroon,8517,2.9996548,3.0016742
Czechia,Chile,2106,0.35966176,0.3413198
Czechia,Chile,3304,1.3700192,0.87641126
Czechia,Chile,6109,1.047611,1.114378
Czechia,Chile,8517,4.6887717,4.5565615
Czechia,Chile,9404,0.35986534,0.37389877
Czechia,"China, Hong Kong SAR",2106,0.73025435,0.5517044
Czechia,"China, Hong Kong SAR",3304,0.6292155,0.5305785
Czechia,"China, Hong Kong SAR",8517,9.595784,10.096112
Czechia,China,2106,0.44493598,0.40893203
Czechia,China,3304,3.044672,1.5649569
Czechia,China,6109,5.2581697,4.3764195
Czechia,China,8517,8.504661,6.530752
Czechia,China,9404,0.70284694,0.612991
Czechia,Colombia,2106,0.5191101,0.51098007
Czechia,Colombia,3304,2.946354,2.3855672
Czechia,Colombia,8517,4.0169096,3.8807425
Czechia,"Congo, Dem. Rep. of the",8517,6.4303975,6.7255583
Czechia,Costa Rica,3304,0.38900745,0.43829075
Czechia,Costa Rica,6109,3.2798095,3.2189002
Czechia,Costa Rica,8517,30.524223,27.940998
Czechia,Cote d'Ivoire,2106,0.7112547,0.7103959
Czechia,Cote d'Ivoire,3304,1.1286716,0.45994952
Czechia,Cote d'Ivoire,8517,25.193974,13.269711
Czechia,Croatia,2106,0.1619449,0.16635771
Czechia,Croatia,3304,0.15783557,0.13086492
Czechia,Croatia,6109,1.9740745,2.064897
Czechia,Croatia,8517,9.83053,10.646311
Czechia,Croatia,9404,0.5422814,0.5456216
Czechia,Cyprus,2106,0.49268037,0.33706445
Czechia,Cyprus,3304,0.57525027,0.59199184
Czechia,Cyprus,8517,6.6814494,6.0210485
Czechia,Denmark,2106,0.13853659,0.13725038
Czechia,Denmark,3304,0.35362005,0.34085912
Czechia,Denmark,6109,1.6339564,1.6493443
Czechia,Denmark,8517,7.8702803,7.659019
Czechia,Denmark,9404,0.55585355,0.43726724
Czechia,Dominican Republic,3304,0.21045661,0.20351045
Czechia,Ecuador,3304,0.7210811,0.91653806
Czechia,Egypt,2106,0.2352739,0.20776716
Czechia,Egypt,3304,0.9622786,0.94365406
Czechia,Egypt,8517,3.271487,3.2582936
Czechia,El Salvador,3304,0.55033153,0.35199195
Czechia,El Salvador,8517,7.239052,8.069893
Czechia,Estonia,8517,13.700832,4.637064
Czechia,Finland,2106,0.36510587,0.3344874
Czechia,Finland,3304,1.7569326,0.7750092
Czechia,Finland,6109,5.460873,2.5512025
Czechia,Finland,8517,14.640936,14.359038
Czechia,Finland,9404,1.9006875,1.6914117
Czechia,France,2106,0.25043565,0.3346212
Czechia,France,3304,0.7339036,0.7391587
Czechia,France,6109,1.6442382,1.5705608
Czechia,France,8517,12.466312,12.399414
Czechia,France,9404,0.47821975,0.4123027
Czechia,French Polynesia,2106,0.7922505,0.74147487
Czechia,French Polynesia,3304,0.57796556,0.5632732
Czechia,French Polynesia,8517,21.641815,21.27208
Czechia,French Polynesia,9404,0.35964358,0.38308975
Czechia,Georgia,2106,1.0157741,0.8662691
Czechia,Georgia,3304,0.5389257,0.37998718
Czechia,Georgia,6109,2.0809782,2.913808
Czechia,Georgia,8517,19.226866,18.665316
Czechia,Georgia,9404,1.0398448,0.43537858
Czechia,Germany,2106,0.24154723,0.17379215
Czechia,Germany,3304,0.71164507,0.49540302
Czechia,Germany,6109,1.0701543,1.1158407
Czechia,Germany,8517,17.58622,18.671627
Czechia,Germany,9404,0.4625808,0.43944713
Czechia,Ghana,8517,10.516074,6.893446
Czechia,Greenland,8517,19.491718,19.98857
Czechia,Grenada,8517,33.08292,13.049809
Czechia,Guatemala,8517,10.7473545,10.631281
Czechia,Guinea,8517,1.9762658,1.999666
Czechia,Honduras,8517,9.885271,9.093905
Czechia,Iceland,2106,0.3378236,0.3653999
Czechia,Iceland,3304,2.2098863,2.2971597
Czechia,Iceland,6109,1.9067214,1.5023577
Czechia,Iceland,8517,13.234105,7.3049226
Czechia,Iceland,9404,2.145456,1.2604227
Czechia,India,3304,1.9338198,1.5438644
Czechia,India,6109,2.2808282,2.2817338
Czechia,India,8517,8.850688,7.1830516
Czechia,India,9404,0.8169627,0.817087
Czechia,Indonesia,3304,1.3480104,1.2018775
Czechia,Indonesia,6109,1.6790377,1.970246
Czechia,Indonesia,8517,5.1628036,4.9298553
Czechia,Iran (Islamic Republic of),2106,0.9306739,0.8378475
Czechia,Iran (Islamic Republic of),8517,3.462067,3.515101
Czechia,Ireland,2106,0.26023778,0.24869975
Czechia,Ireland,3304,0.41417512,0.4181627
Czechia,Ireland,6109,1.2597549,1.2193054
Czechia,Ireland,8517,6.9830647,5.8694715
Czechia,Ireland,9404,0.6385012,0.7935675
Czechia,Israel,2106,0.25065035,0.18210655
Czechia,Israel,3304,0.7114301,0.6519296
Czechia,Israel,6109,1.3956783,1.428493
Czechia,Israel,8517,13.093,13.379641
Czechia,Israel,9404,0.4351365,0.3808303
Czechia,Italy,2106,0.23346058,0.23835425
Czechia,Italy,3304,1.0924394,0.9673707
Czechia,Italy,6109,1.9046674,2.2220442
Czechia,Italy,8517,8.398989,5.7400193
Czechia,Italy,9404,0.43904394,0.43934426
Czechia,Japan,2106,0.6813266,0.66718227
Czechia,Japan,3304,2.673938,2.5123847
Czechia,Japan,6109,2.4954977,2.502844
Czechia,Japan,8517,6.8906927,7.1178985
Czechia,Japan,9404,1.1430511,1.1316158
Czechia,Kazakhstan,2106,0.9629729,0.8242498
Czechia,Kazakhstan,3304,0.7946216,0.79280615
Czechia,Kazakhstan,6109,2.4438906,2.4207664
Czechia,Kazakhstan,8517,7.398539,7.711669
Czechia,Kazakhstan,9404,0.48275805,0.58490443
Czechia,Kenya,3304,0.3906831,0.2703589
Czechia,Kenya,8517,15.979752,15.63249
Czechia,"Korea, Republic of",2106,1.1332895,1.1063144
Czechia,"Korea, Republic of",3304,0.72985137,0.7973222
Czechia,"Korea, Republic of",6109,6.1875343,4.9107122
Czechia,"Korea, Republic of",8517,6.239106,7.0094905
Czechia,"Korea, Republic of",9404,1.5348011,1.224489
Czechia,Kuwait,2106,0.94728017,0.85571027
Czechia,Kuwait,3304,1.3354704,1.0521317
Czechia,Kuwait,6109,2.4280899,2.4523356
Czechia,Kuwait,8517,11.800435,12.13208
Czechia,Kuwait,9404,0.8071228,0.80846804
Czechia,Kyrgyzstan,2106,0.37770903,0.11011459
Czechia,Kyrgyzstan,3304,0.89016175,0.5126436
Czechia,Kyrgyzstan,6109,1.1338145,1.0541508
Czechia,Lebanon,2106,0.55541885,0.4989007
Czechia,Lebanon,3304,0.75149167,0.6769982
Czechia,Lebanon,8517,10.303752,8.921785
Czechia,Lebanon,9404,1.0084708,1.0078881
Czechia,Libya,3304,0.65752673,0.59974635
Czechia,Libya,8517,4.1425548,3.9670498
Czechia,Lithuania,2106,0.23971859,0.22263141
Czechia,Lithuania,3304,0.6691881,0.4915798
Czechia,Lithuania,6109,2.0475233,1.730184
Czechia,Lithuania,8517,21.352404,20.804855
Czechia,Lithuania,9404,0.69742346,0.71991765
Czechia,Luxembourg,2106,0.2841386,0.12647739
Czechia,Luxembourg,3304,0.60279953,0.3501424
Czechia,Luxembourg,6109,1.2408677,1.2476283
Czechia,Luxembourg,8517,10.106997,2.3333783
Czechia,Malawi,8517,42.151207,38.78318
Czechia,Maldives,3304,0.10955431,0.13809763
Czechia,Maldives,9404,0.77893835,0.72501814
Czechia,Mali,8517,15.111891,6.944561
Czechia,Malta,2106,0.29693732,0.29544544
Czechia,Malta,6109,2.924889,2.7985122
Czechia,Mauritius,2106,1.3793807,1.3451546
Czechia,Mauritius,3304,1.038211,0.4202209
Czechia,Mauritius,8517,10.969374,9.9001665
Czechia,"Moldova, Republic of",2106,0.40462777,0.30546272
Czechia,"Moldova, Republic of",3304,0.68852305,0.6492988
Czechia,"Moldova, Republic of",6109,2.6656342,2.1957338
Czechia,"Moldova, Republic of",8517,33.184696,34.81378
Czechia,Mongolia,2106,0.81341887,0.7820313
Czechia,Mongolia,3304,0.9747122,0.8806567
Czechia,Mongolia,8517,13.902329,11.909037
Czechia,Montenegro,2106,0.48258552,0.46933872
Czechia,Montenegro,3304,0.6902261,0.75815743
Czechia,Montenegro,8517,9.916874,13.1284275
Czechia,Montenegro,9404,0.43940553,0.43548524
Czechia,Morocco,2106,0.42505428,0.42292708
Czechia,Morocco,3304,0.6279855,0.4981271
Czechia,Morocco,8517,6.3798137,5.8843
Czechia,Morocco,9404,0.9204179,0.7783537
Czechia,Myanmar,8517,24.483932,26.287292
Czechia,Nepal,3304,1.2181762,0.8817158
Czechia,Nepal,8517,26.039974,25.543964
Czechia,Netherlands (Kingdom of the),2106,0.15483451,0.112883694
Czechia,Netherlands (Kingdom of the),3304,0.46627656,0.27733257
Czechia,Netherlands (Kingdom of the),6109,1.4556781,1.3239089
Czechia,Netherlands (Kingdom of the),8517,9.189101,9.121236
Czechia,Netherlands (Kingdom of the),9404,0.49892274,0.4881161
Czechia,New Zealand,2106,0.63197327,0.62828255
Czechia,New Zealand,3304,0.8507092,0.8498245
Czechia,New Zealand,8517,7.5190215,7.492696
Czechia,Nicaragua,8517,2.1969092,2.5918517
Czechia,Nigeria,8517,3.4913628,3.1838307
Czechia,Niger,2106,0.17115946,0.30087116
Czechia,Niger,8517,10.497111,10.312887
Czechia,North Macedonia,2106,0.26664805,0.23967093
Czechia,North Macedonia,3304,0.7769714,0.6255132
Czechia,North Macedonia,6109,1.7567604,1.1552085
Czechia,North Macedonia,8517,6.687395,14.2681465
Czechia,North Macedonia,9404,0.7641576,0.53362536
Czechia,Norway,2106,0.25534832,0.2642841
Czechia,Norway,3304,0.6292203,0.5226496
Czechia,Norway,6109,1.8835835,1.8601438
Czechia,Norway,8517,6.917728,6.2471385
Czechia,Norway,9404,0.8856657,0.73533475
Czechia,Oman,8517,8.767158,5.3985248
Czechia,Pakistan,2106,0.2797347,0.27832434
Czechia,Pakistan,3304,0.21808375,0.21271797
Czechia,Pakistan,8517,10.251763,10.308009
Czechia,Panama,3304,0.63455766,0.646801
Czechia,Panama,8517,5.6479573,5.823765
Czechia,Paraguay,8517,12.34435,12.30009
Czechia,Peru,3304,0.27449903,0.17641547
Czechia,Peru,8517,2.250027,2.0569327
Czechia,Peru,9404,1.3710479,1.1680298
Czechia,Philippines,2106,0.70861685,0.51229995
Czechia,Philippines,3304,0.6621883,0.7352174
Czechia,Philippines,8517,26.388706,23.697798
Czechia,Poland,2106,0.20592608,0.17478368
Czechia,Poland,3304,0.48575258,0.46205378
Czechia,Poland,6109,1.9024107,1.8824075
Czechia,Poland,8517,9.019558,5.9568834
Czechia,Poland,9404,0.6225741,0.62207943
Czechia,Qatar,2106,0.56388503,0.4916869
Czechia,Qatar,3304,0.95989656,0.80501735
Czechia,Qatar,8517,7.5593967,7.6430163
Czechia,Romania,8517,6.2955856,8.466292
Czechia,Russian Federation,2106,0.45718038,0.43458155
Czechia,Russian Federation,3304,0.8771107,0.6231767
Czechia,Russian Federation,6109,4.761722,4.282043
Czechia,Russian Federation,8517,15.691696,10.423893
Czechia,Russian Federation,9404,1.00811,0.68143433
Czechia,Rwanda,3304,0.47576025,0.439664
Czechia,Rwanda,8517,4.1097965,6.6582975
Czechia,Saudi Arabia,2106,0.51598096,0.5295284
Czechia,Saudi Arabia,3304,0.68531126,0.66136056
Czechia,Saudi Arabia,8517,11.271886,11.112023
Czechia,Senegal,2106,1.2764765,1.1069278
Czechia,Senegal,8517,8.930828,8.296676
Czechia,Serbia,2106,0.44793102,0.41659138
Czechia,Serbia,3304,0.80976397,0.73555374
Czechia,Serbia,8517,3.04294,2.8128722
Czechia,Serbia,9404,0.14300473,0.1429544
Czechia,Singapore,2106,0.7178363,0.18828396
Czechia,Singapore,3304,0.6770236,0.5350104
Czechia,Singapore,6109,1.2684534,1.2909259
Czechia,Singapore,8517,7.561385,7.826544
Czechia,Slovakia,2106,0.21783829,0.21626697
Czechia,Slovakia,3304,0.5674563,0.53509355
Czechia,Slovakia,6109,0.8689126,0.7967381
Czechia,Slovakia,8517,7.8091683,5.6013227
Czechia,Slovakia,9404,0.41257638,0.34538567
Czechia,Spain,3304,0.28894332,0.2610166
Czechia,Spain,8517,22.035007,18.66531
Czechia,Sri Lanka,8517,5.2927356,5.768037
Czechia,State of Palestine,3304,0.7086143,0.61538357
Czechia,State of Palestine,8517,4.5046268,4.595665
Czechia,State of Palestine,9404,0.48008186,0.49340668
Czechia,Suriname,8517,10.810517,10.4452095
Czechia,"Switzerland, Liechtenstein",2106,0.34448397,0.34387574
Czechia,"Switzerland, Liechtenstein",3304,0.99082947,0.7387505
Czechia,"Switzerland, Liechtenstein",6109,2.7705958,2.6316793
Czechia,"Switzerland, Liechtenstein",8517,26.592186,21.771288
Czechia,"Switzerland, Liechtenstein",9404,0.6874319,0.68273884
Czechia,Tajikistan,3304,0.9884451,0.9978418
Czechia,Tajikistan,8517,4.319528,4.3343763
Czechia,"Tanzania, United Republic of",8517,6.2202177,6.027828
Czechia,Thailand,2106,0.28131714,0.3019289
Czechia,Thailand,3304,1.2557656,0.9868793
Czechia,Thailand,8517,27.06237,7.4119782
Czechia,Timor-Leste,8517,10.142277,10.364735
Czechia,Trinidad and Tobago,8517,5.5958605,5.556964
Czechia,Tunisia,2106,0.54667366,0.5687568
Czechia,Tunisia,3304,1.519932,1.1802604
Czechia,Tunisia,8517,4.11434,4.00781
Czechia,Turkiye,2106,0.61572427,0.621441
Czechia,Turkiye,3304,1.9136319,1.8227971
Czechia,Turkiye,6109,13.259505,9.928152
Czechia,Turkiye,8517,2.2167852,2.6497693
Czechia,Turkiye,9404,0.5355937,0.51692545
Czechia,Ukraine,2106,0.2566039,0.12381286
Czechia,Ukraine,3304,0.53554696,0.37899426
Czechia,Ukraine,6109,2.133268,2.1507401
Czechia,Ukraine,8517,8.618489,8.928436
Czechia,Ukraine,9404,0.49839565,0.51865166
Czechia,United Arab Emirates,2106,0.38657513,0.374442
Czechia,United Arab Emirates,3304,0.5231977,0.37846687
Czechia,United Arab Emirates,6109,1.6756765,1.4629884
Czechia,United Arab Emirates,8517,6.521398,8.102692
Czechia,United Arab Emirates,9404,0.5005773,0.43869346
Czechia,United Kingdom,3304,1.7764804,0.54295063
Czechia,United Kingdom,8517,9.566793,9.003415
Czechia,United States of America,2106,0.62449855,0.33101654
Czechia,United States of America,3304,0.7534964,0.69318986
Czechia,United States of America,6109,2.9238224,2.881588
Czechia,United States of America,8517,4.902078,4.6631575
Czechia,United States of America,9404,0.4111786,0.39897817
Czechia,Uruguay,3304,0.69585687,0.45297205
Czechia,Uzbekistan,2106,0.31247738,0.28476605
Czechia,Uzbekistan,3304,0.80945367,0.66452837
Czechia,Uzbekistan,8517,16.418388,15.579184
Czechia,Uzbekistan,9404,0.3813069,0.3792892
Czechia,Viet Nam,2106,0.42432863,0.37444147
Czechia,Viet Nam,3304,0.72266936,0.6345062
Czechia,Viet Nam,8517,9.907542,9.907793
Czechia,Zambia,2106,0.6914784,0.37461376
Denmark,Afghanistan,2106,0.1456248,0.1415629
Denmark,Algeria,2106,0.2615456,0.24315043
Denmark,Algeria,8517,7.7924795,7.8367715
Denmark,Algeria,9404,1.019703,1.0180115
Denmark,Andorra,6109,4.600895,4.596379
Denmark,Andorra,9404,3.9502125,1.428605
Denmark,Argentina,2106,0.30936408,0.1740771
Denmark,Argentina,3304,0.7181917,0.71227986
Denmark,Argentina,8517,8.810217,8.574363
Denmark,Argentina,9404,0.70970476,0.59603035
Denmark,Australia,2106,0.20170034,0.20117359
Denmark,Australia,3304,1.6129125,0.6545247
Denmark,Australia,8517,0.74894065,0.73282284
Denmark,Australia,9404,0.4275427,0.5298549
Denmark,Austria,2106,0.1867783,0.15928318
Denmark,Austria,3304,0.84736896,0.7589103
Denmark,Austria,6109,2.031525,2.0566843
Denmark,Austria,8517,5.9353204,5.6515627
Denmark,Austria,9404,0.91753805,0.85261965
Denmark,Azerbaijan,2106,0.17888105,0.13255134
Denmark,Azerbaijan,8517,22.531347,21.242985
Denmark,Azerbaijan,9404,0.4644062,0.5119985
Denmark,Bahrain,2106,0.30260012,0.23651543
Denmark,Bahrain,3304,1.0666863,0.95524734
Denmark,Bahrain,8517,8.534829,8.185298
Denmark,Bahrain,9404,0.5520137,0.37970844
Denmark,Barbados,2106,0.35189226,0.3516089
Denmark,Barbados,8517,23.443382,22.414486
Denmark,Belarus,2106,0.34223592,0.29096588
Denmark,Belarus,3304,2.373009,1.8669851
Denmark,Belarus,8517,9.289451,10.783088
Denmark,Belarus,9404,0.85071725,0.8475737
Denmark,Belgium,2106,0.15640838,0.15080337
Denmark,Belgium,3304,0.5269248,0.33751336
Denmark,Belgium,6109,1.5264817,1.9973185
Denmark,Belgium,8517,7.317738,4.6723824
Denmark,Belgium,9404,0.45293605,0.43998244
