Origin_Label,Destination_Label,Product_Code,Year_label,XGB_Forecast
Albania,Colombia,8517,2022,45.69904
Albania,"Congo, Dem. Rep. of the",9404,2022,28.764904
Albania,Costa Rica,2106,2022,2.6324193
Albania,Costa Rica,6109,2022,4.0657516
Albania,Costa Rica,9404,2022,18.964285
Albania,Cote d'Ivoire,6109,2022,1.7490286
Albania,Croatia,2106,2022,1.1067392
Albania,Croatia,3304,2022,3.294462
Albania,Croatia,6109,2022,5.2476077
Albania,Croatia,8517,2022,17.351515
Albania,Croatia,9404,2022,18.823399
Albania,Czechia,3304,2022,64.37301
Albania,Czechia,6109,2022,2.3339844
Albania,Czechia,8517,2022,140.46939
Albania,Czechia,9404,2022,18.802402
Albania,Denmark,6109,2022,4.8366413
Albania,Denmark,8517,2022,27.464046
Albania,Dominican Republic,8517,2022,46.70967
Albania,Ecuador,6109,2022,2.776403
Albania,Ecuador,8517,2022,25.119234
Albania,Egypt,6109,2022,3.1809614
Albania,Egypt,8517,2022,25.539478
Albania,El Salvador,2106,2022,2.2989047
Albania,El Salvador,6109,2022,2.2629066
Albania,Estonia,6109,2022,8.334412
Albania,Finland,3304,2022,2.2425337
Albania,Finland,6109,2022,7.1290503
Albania,Finland,8517,2022,34.655922
Albania,France,2106,2022,1.7757092
Albania,France,3304,2022,1.9628882
Albania,France,6109,2022,5.1140285
Albania,France,8517,2022,49.12533
Albania,France,9404,2022,18.805553
Albania,French Polynesia,2106,2022,3.2349427
Albania,French Polynesia,3304,2022,2.2295804
Albania,French Polynesia,6109,2022,5.1403756
Albania,French Polynesia,8517,2022,28.138636
Albania,Germany,2106,2022,1.2101098
Albania,Germany,3304,2022,1.5473626
Albania,Germany,6109,2022,4.8805656
Albania,Germany,8517,2022,61.458874
Albania,Germany,9404,2022,18.785393
Albania,Greece,2106,2022,0.929195
Albania,Greece,6109,2022,2.3339844
Albania,Greece,8517,2022,7.7948856
Albania,Greece,9404,2022,18.677042
Albania,Guatemala,6109,2022,2.7482314
Albania,Honduras,6109,2022,3.1809614
Albania,Honduras,8517,2022,24.662548
Albania,Hungary,2106,2022,0.8591619
Albania,Hungary,6109,2022,3.5415187
