"Day","Month","Year","VLSFO Fuel Oil, IMO 2020 Grade, 0.5%","Marine Gas Oil","Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
"09/14/2023","September","2023","$681.00","$1,018",,"$600"
"09/15/2023","September","2023","$687.00","$1,024",,"$603.5"
"09/18/2023","September","2023","$685.00","$1,021.5",,"$601"
"09/19/2023","September","2023","$682.00","$1,013.5",,"$592"
"09/20/2023","September","2023","$681.50","$1,012.5",,"$591"
"09/21/2023","September","2023","$677.50","$1,012.5",,"$589"
"09/22/2023","September","2023","$677.50","$1,016.5",,"$590.5"
"09/25/2023","September","2023","$674.50","$1,010",,"$590"
"09/26/2023","September","2023","$672.50","$997",,"$585.5"
"09/27/2023","September","2023","$682.50","$1,002.5",,"$595"
"09/28/2023","September","2023","$689.00","$1,010",,"$601.5"
"09/29/2023","September","2023","$684.50","$1,012.5",,"$592.5"
"10/02/2023","October","2023","$683.00","$1,009",,"$583.5"
"10/03/2023","October","2023","$679.00","$998.5",,"$571"
"10/04/2023","October","2023","$672.00","$981",,"$564"
"10/05/2023","October","2023","$649.50","$968",,"$547"
"10/06/2023","October","2023","$647.50","$923",,"$540.5"
"10/09/2023","October","2023","$654.00","$930.5",,"$544"
"10/10/2023","October","2023","$664.50","$949.5",,"$551"
"10/11/2023","October","2023","$662.50","$950.5",,"$544"
"10/12/2023","October","2023","$667.00","$954",,"$539.5"
"10/13/2023","October","2023","$672.00","$960",,"$544.5"
"10/16/2023","October","2023","$680.00","$967",,"$552"
"10/17/2023","October","2023","$678.00","$970",,"$552.5"
"10/18/2023","October","2023","$683.00","$970",,"$560.5"
"10/19/2023","October","2023","$686.00","$958.5",,"$562"
"10/20/2023","October","2023","$688.00","$964.5",,"$560.5"
"10/23/2023","October","2023","$686.00","$962",,"$556"
"10/24/2023","October","2023","$675.00","$952",,"$551.5"
"10/25/2023","October","2023","$669.50","$946",,"$545"
"10/26/2023","October","2023","$671.00","$944",,"$543"
"10/27/2023","October","2023","$671.00","$946",,"$542"
"10/30/2023","October","2023","$673.00","$940",,"$535.5"
"10/31/2023","October","2023","$674.50","$934",,"$534"
"11/01/2023","November","2023","$680.50","$936",,"$538"
"11/02/2023","November","2023","$678.00","$938",,"$538.5"
"11/03/2023","November","2023","$678.50","$945",,"$541.5"
"11/06/2023","November","2023","$677.50","$933.5",,"$537"
"11/07/2023","November","2023","$673.00","$921.5",,"$527.5"
"11/08/2023","November","2023","$664.50","$906.5",,"$517"
"11/09/2023","November","2023","$660.50","$892",,"$512"
"11/10/2023","November","2023","$661.00","$883.5",,"$515.5"
"11/13/2023","November","2023","$666.50","$883",,"$513.5"
"11/14/2023","November","2023","$674.50","$894.5",,"$519.5"
"11/15/2023","November","2023","$672.50","$898.5",,"$522"
"11/16/2023","November","2023","$666.00","$900",,"$520.5"
"11/17/2023","November","2023","$658.50","$881.5",,"$517"
"11/20/2023","November","2023","$668.00","$884.5",,"$519.5"
"11/21/2023","November","2023","$674.50","$886.5",,"$523"
"11/22/2023","November","2023","$673.50","$892",,"$526.5"
"11/23/2023","November","2023","$670.00","$892",,"$524"
"11/24/2023","November","2023","$665.00","$889.5",,"$522.5"
"11/27/2023","November","2023","$655.50","$881.5",,"$518.5"
"11/28/2023","November","2023","$653.50","$881.5",,"$521"
"11/29/2023","November","2023","$654.00","$885",,"$523.5"
"11/30/2023","November","2023","$660.50","$885",,"$528"
"12/01/2023","December","2023","$660.00","$880.5",,"$522"
"12/04/2023","December","2023","$648.50","$872.5",,"$517"
"12/05/2023","December","2023","$644.00","$859.5",,"$516"
"12/06/2023","December","2023","$639.50","$859",,"$512"
"12/07/2023","December","2023","$624.00","$851",,"$501"
"12/08/2023","December","2023","$621.50","$848.5",,"$499.5"
"12/11/2023","December","2023","$620.50","$841",,"$502"
"12/12/2023","December","2023","$617.00","$834.5",,"$501"
"12/13/2023","December","2023","$609.00","$833",,"$495.5"
"12/14/2023","December","2023","$611.00","$836",,"$498.5"
"12/15/2023","December","2023","$618.50","$849",,"$502.5"
"12/18/2023","December","2023","$623.00","$854.5",,"$502"
"12/19/2023","December","2023","$629.00","$840.5",,"$507"
"12/20/2023","December","2023","$634.00","$852",,"$512"
"12/21/2023","December","2023","$637.50","$858",,"$509"
"12/22/2023","December","2023","$639.00","$862",,"$510.5"
"12/25/2023","December","2023","$639.00","$862",,"$510.5"
"12/26/2023","December","2023","$637.50","$861",,"$509.5"
"12/27/2023","December","2023","$643.50","$861",,"$513.5"
"12/28/2023","December","2023","$642.00","$851",,"$510.5"
"12/29/2023","December","2023","$637.00","$854",,"$508"
"01/01/2024","January","2024","$637.00","$854",,"$508"
"01/02/2024","January","2024","$636.00","$852",,"$505.5"
"01/03/2024","January","2024","$633.50","$840",,"$504"
"01/04/2024","January","2024","$633.50","$841.5",,"$506"
"01/05/2024","January","2024","$635.00","$841",,"$505"
"01/08/2024","January","2024","$631.50","$843",,"$504"
"01/09/2024","January","2024","$625.50","$841",,"$496.5"
"01/10/2024","January","2024","$627.00","$848.5",,"$503"
"01/11/2024","January","2024","$622.50","$848",,"$497.5"
"01/12/2024","January","2024","$627.00","$851",,"$501.5"
"01/15/2024","January","2024","$626.00","$850.5",,"$497"
"01/16/2024","January","2024","$624.50","$846",,"$495"
"01/17/2024","January","2024","$623.50","$849",,"$494"
"01/18/2024","January","2024","$623.00","$847.5",,"$490.5"
"01/19/2024","January","2024","$630.00","$850",,"$492"
"01/22/2024","January","2024","$634.50","$852",,"$491.5"
"01/23/2024","January","2024","$635.50","$855",,"$492"
"01/24/2024","January","2024","$641.00","$856",,"$492.5"
"01/25/2024","January","2024","$647.00","$860.5",,"$497"
"01/26/2024","January","2024","$654.00","$866",,"$504"
"01/29/2024","January","2024","$663.50","$880.5",,"$509"
"01/30/2024","January","2024","$665.00","$883.5",,"$510"
"01/31/2024","January","2024","$666.00","$886",,"$507.5"
"02/01/2024","February","2024","$660.50","$881.5",,"$499.5"
"02/02/2024","February","2024","$655.00","$876",,"$497"
"02/05/2024","February","2024","$647.50","$866.5",,"$493"
"02/06/2024","February","2024","$645.00","$869",,"$494.5"
"02/07/2024","February","2024","$648.00","$873.5",,"$496.5"
"02/08/2024","February","2024","$650.50","$880",,"$499"
"02/09/2024","February","2024","$657.00","$889",,"$503"
"02/12/2024","February","2024","$658.00","$892.5",,"$505"
"02/13/2024","February","2024","$660.00","$899.5",,"$506"
"02/14/2024","February","2024","$660.50","$896",,"$507.5"
"02/15/2024","February","2024","$661.00","$887",,"$507"
"02/16/2024","February","2024","$665.00","$896.5",,"$508"
"02/19/2024","February","2024","$666.00","$893.5",,"$509"
"02/20/2024","February","2024","$665.50","$893.5",,"$508.5"
"02/21/2024","February","2024","$660.50","$886.5",,"$509"
"02/22/2024","February","2024","$661.50","$882",,"$511.5"
"02/23/2024","February","2024","$663.00","$880",,"$510.5"
"02/26/2024","February","2024","$656.50","$875.5",,"$504.5"
"02/27/2024","February","2024","$657.50","$878",,"$503.5"
"02/28/2024","February","2024","$662.00","$878.5",,"$506"
"02/29/2024","February","2024","$662.00","$872",,"$506"
"03/01/2024","March","2024","$662.00","$875.5",,"$508.5"
"03/04/2024","March","2024","$666.50","$883.5",,"$513.5"
"03/05/2024","March","2024","$666.00","$878",,"$510.5"
"03/06/2024","March","2024","$663.50","$875.5",,"$511"
"03/07/2024","March","2024","$663.50","$874.5",,"$512.5"
"03/08/2024","March","2024","$661.00","$874",,"$513.5"
"03/11/2024","March","2024","$658.00","$878",,"$511"
"03/12/2024","March","2024","$656.50","$875.5",,"$511.5"
"03/13/2024","March","2024","$657.50","$874.5",,"$512"
"03/14/2024","March","2024","$664.50","$875.5",,"$518.5"
"03/15/2024","March","2024","$666.00","$881.5",,"$519"
"03/18/2024","March","2024","$669.50","$886.5",,"$528.5"
"03/19/2024","March","2024","$672.00","$901",,"$527.5"
"03/20/2024","March","2024","$671.00","$902",,"$530.5"
"03/21/2024","March","2024","$668.00","$895",,"$527.5"
"03/22/2024","March","2024","$665.00","$892.5",,"$526"
"03/25/2024","March","2024","$665.00","$892",,"$527.5"
"03/26/2024","March","2024","$666.00","$885.5",,"$529.5"
"03/27/2024","March","2024","$664.50","$883.5",,"$527.5"
"03/28/2024","March","2024","$663.50","$877.5",,"$526.5"
"03/29/2024","March","2024","$668.50","$878.5",,"$533.5"
"04/01/2024","April","2024","$666.00","$879.5",,"$530"
"04/02/2024","April","2024","$669.50","$889.5",,"$534.5"
"04/03/2024","April","2024","$673.50","$894",,"$539.5"
"04/04/2024","April","2024","$674.00","$893.5",,"$541.5"
"04/05/2024","April","2024","$674.50","$901",,"$543"
"04/08/2024","April","2024","$677.00","$904",,"$546"
"04/09/2024","April","2024","$673.00","$899",,"$544"
"04/10/2024","April","2024","$672.00","$898.5",,"$544.5"
"04/11/2024","April","2024","$671.50","$901.5",,"$543"
"04/12/2024","April","2024","$672.00","$896",,"$543.5"
"04/15/2024","April","2024","$672.50","$896.5",,"$544.5"
"04/16/2024","April","2024","$672.50","$892",,"$546"
"04/17/2024","April","2024","$672.00","$885",,"$547"
"04/18/2024","April","2024","$665.50","$870.5",,"$543.5"
"04/19/2024","April","2024","$665.00","$864",,"$543"
"04/22/2024","April","2024","$661.50","$859",,"$540.5"
"04/23/2024","April","2024","$662.50","$858.5",,"$542.5"
"04/24/2024","April","2024","$664.00","$856.5",,"$543.5"
"04/25/2024","April","2024","$662.00","$855",,"$549"
"04/26/2024","April","2024","$664.00","$855",,"$548"
"04/29/2024","April","2024","$666.00","$856",,"$551"
"04/30/2024","April","2024","$662.00","$851",,"$551"
"05/01/2024","May","2024","$658.50","$848.5",,"$550"
"05/02/2024","May","2024","$645.00","$832",,"$541.5"
"05/03/2024","May","2024","$645.50","$827",,"$538"
"05/06/2024","May","2024","$646.00","$825.5",,"$534"
"05/07/2024","May","2024","$644.00","$825.5",,"$537.5"
"05/08/2024","May","2024","$639.00","$821.5",,"$533.5"
"05/09/2024","May","2024","$642.50","$824.5",,"$536"
"05/10/2024","May","2024","$645.50","$830.5",,"$538.5"
"05/13/2024","May","2024","$640.00","$821.5",,"$533.5"
"05/14/2024","May","2024","$639.50","$820",,"$531.5"
"05/15/2024","May","2024","$636.00","$815.5",,"$530"
"05/16/2024","May","2024","$637.00","$816",,"$531"
"05/17/2024","May","2024","$637.00","$819",,"$531.5"
"05/20/2024","May","2024","$638.00","$826.5",,"$536"
"05/21/2024","May","2024","$635.00","$821.5",,"$536"
"05/22/2024","May","2024","$629.00","$815",,"$533"
"05/23/2024","May","2024","$625.00","$811.5",,"$529.5"
"05/24/2024","May","2024","$620.50","$807.5",,"$529.5"
"05/27/2024","May","2024","$621.50","$808",,"$531"
"05/28/2024","May","2024","$622.00","$811",,"$537.5"
"05/29/2024","May","2024","$628.50","$812.5",,"$542.5"
"05/30/2024","May","2024","$627.00","$811.5",,"$542.5"
"05/31/2024","May","2024","$619.50","$802",,"$537"
"06/03/2024","June","2024","$615.50","$795",,"$535"
"06/04/2024","June","2024","$606.50","$788.5",,"$528"
"06/05/2024","June","2024","$597.50","$782.5",,"$521.5"
"06/06/2024","June","2024","$599.00","$775.5",,"$520"
"06/07/2024","June","2024","$606.50","$786.5",,"$525"
"06/10/2024","June","2024","$606.50","$792.5",,"$523.5"
"06/11/2024","June","2024","$611.50","$789",,"$531"
"06/12/2024","June","2024","$615.50","$794.5",,"$532.5"
"06/13/2024","June","2024","$616.50","$801",,"$533"
"06/14/2024","June","2024","$616.50","$803",,"$531"
"06/17/2024","June","2024","$618.00","$802",,"$532.5"
"06/18/2024","June","2024","$624.00","$802.5",,"$536"
"06/19/2024","June","2024","$626.50","$809",,"$541"
"06/20/2024","June","2024","$627.00","$814.5",,"$542"
"06/21/2024","June","2024","$628.50","$817.5",,"$543.5"
"06/24/2024","June","2024","$627.50","$844",,"$540.5"
"06/25/2024","June","2024","$633.50","$844",,"$541.5"
"06/26/2024","June","2024","$635.50","$843",,"$540.5"
"06/27/2024","June","2024","$637.50","$844.5",,"$540.5"
"06/28/2024","June","2024","$638.00","$849",,"$543"
"07/01/2024","July","2024","$636.00","$845",,"$541"
"07/02/2024","July","2024","$644.50","$853",,"$551.5"
"07/03/2024","July","2024","$651.00","$858",,"$554"
"07/04/2024","July","2024","$648.00","$853.5",,"$551"
"07/05/2024","July","2024","$648.50","$855.5",,"$557.5"
"07/08/2024","July","2024","$646.00","$850.5",,"$551.5"
"07/09/2024","July","2024","$643.50","$844.5",,"$549.5"
"07/10/2024","July","2024","$643.50","$838.5",,"$548"
"07/11/2024","July","2024","$640.50","$839",,"$547.5"
"07/12/2024","July","2024","$635.00","$828.5",,"$549.5"
"07/15/2024","July","2024","$639.00","$828",,"$547.5"
"07/16/2024","July","2024","$638.50","$832",,"$545"
"07/17/2024","July","2024","$635.50","$825",,"$543"
"07/18/2024","July","2024","$637.00","$827.5",,"$543.5"
"07/19/2024","July","2024","$637.00","$827.5",,"$543.5"
"07/22/2024","July","2024","$630.00","$818",,"$535"
"07/23/2024","July","2024","$626.00","$816",,"$533"
"07/24/2024","July","2024","$623.00","$815.5",,"$526"
"07/25/2024","July","2024","$622.00","$814.5",,"$524.5"
"07/26/2024","July","2024","$624.50","$817.5",,"$525"
"07/29/2024","July","2024","$621.50","$811.5",,"$522"
"07/30/2024","July","2024","$616.00","$798.5",,"$523"
"07/31/2024","July","2024","$617.00","$800",,"$525"
"08/01/2024","August","2024","$625.00","$808.5",,"$532"
"08/02/2024","August","2024","$621.00","$802.5",,"$528.5"
"08/05/2024","August","2024","$608.00","$788",,"$515"
"08/06/2024","August","2024","$604.00","$780.5",,"$504"
"08/07/2024","August","2024","$604.50","$780.5",,"$507.5"
"08/08/2024","August","2024","$609.00","$783",,"$512"
"08/09/2024","August","2024","$610.50","$786.5",,"$512"
"08/12/2024","August","2024","$618.00","$787.5",,"$517.5"
"08/13/2024","August","2024","$624.50","$793.5",,"$520.5"
"08/14/2024","August","2024","$622.50","$794",,"$518.5"
"08/15/2024","August","2024","$620.00","$793",,"$514.5"
"08/16/2024","August","2024","$619.50","$790",,"$516.5"
"08/19/2024","August","2024","$615.50","$784",,"$512"
"08/20/2024","August","2024","$609.50","$774",,"$506"
"08/21/2024","August","2024","$610.00","$770",,"$504.5"
"08/22/2024","August","2024","$609.50","$768.5",,"$501"
"08/23/2024","August","2024","$615.50","$769.5",,"$505"
"08/26/2024","August","2024","$623.50","$777",,"$505.5"
"08/27/2024","August","2024","$631.50","$783.5",,"$506.5"
"08/28/2024","August","2024","$630.50","$776.5",,"$500.5"
"08/29/2024","August","2024","$626.00","$772",,"$498"
"08/30/2024","August","2024","$629.00","$773.5",,"$500"
"09/02/2024","September","2024","$624.00","$768.5",,"$491.5"
"09/03/2024","September","2024","$624.00","$768",,"$497"
"09/04/2024","September","2024","$616.00","$754.5",,"$488.5"
"09/05/2024","September","2024","$616.00","$747.5",,"$485"
"09/06/2024","September","2024","$612.50","$746.5",,"$482.5"
"09/09/2024","September","2024","$604.00","$739",,"$479"
"09/10/2024","September","2024","$596.00","$734.5",,"$474.5"
"09/11/2024","September","2024","$587.50","$729.5",,"$474.5"
"09/12/2024","September","2024","$589.50","$730.5",,"$479.5"
"09/13/2024","September","2024","$591.50","$733.5",,"$483"
"09/16/2024","September","2024","$591.00","$730.5",,"$481.5"
"09/17/2024","September","2024","$590.50","$728.5",,"$483"
"09/18/2024","September","2024","$588.50","$730",,"$483"
"09/19/2024","September","2024","$589.50","$733",,"$486"
"09/20/2024","September","2024","$598.50","$739.5",,"$488.5"
"09/23/2024","September","2024","$603.00","$738.5",,"$480.5"
"09/24/2024","September","2024","$609.00","$740",,"$483"
"09/25/2024","September","2024","$606.50","$736.5",,"$483.5"
"09/26/2024","September","2024","$597.50","$728.5",,"$469"
"09/27/2024","September","2024","$591.00","$726",,"$480.5"
"09/30/2024","September","2024","$592.00","$730",,"$482.5"
"10/01/2024","October","2024","$588.50","$728",,"$480.5"
"10/02/2024","October","2024","$603.50","$741.5",,"$498.5"
"10/03/2024","October","2024","$603.00","$742",,"$501.5"
"10/04/2024","October","2024","$615.00","$757",,"$515"
"10/07/2024","October","2024","$616.00","$763.5",,"$515.5"
"10/08/2024","October","2024","$622.00","$767.5",,"$521"
"10/09/2024","October","2024","$612.50","$761.5",,"$515"
"10/10/2024","October","2024","$616.50","$763",,"$514.5"
"10/11/2024","October","2024","$624.00","$766",,"$519"
"10/14/2024","October","2024","$622.50","$765.5",,"$517.5"
"10/15/2024","October","2024","$608.50","$752.5",,"$501.5"
"10/16/2024","October","2024","$605.50","$743.5",,"$502.5"
"10/17/2024","October","2024","$605.00","$744",,"$500.5"
"10/18/2024","October","2024","$602.50","$742",,"$500"
"10/21/2024","October","2024","$602.00","$744.5",,"$509"
"10/22/2024","October","2024","$603.50","$745",,"$527"
"10/23/2024","October","2024","$608.50","$749",,"$535.5"
"10/24/2024","October","2024","$609.00","$751",,"$522"
"10/25/2024","October","2024","$606.50","$750",,"$520"
"10/28/2024","October","2024","$591.00","$739.5",,"$509.5"
"10/29/2024","October","2024","$584.50","$734.5",,"$509.5"
"10/30/2024","October","2024","$589.50","$738",,"$512"
"10/31/2024","October","2024","$591.00","$746.5",,"$513.5"
"11/01/2024","November","2024","$595.50","$755.5",,"$515"
"11/04/2024","November","2024","$596.00","$757",,"$505.5"
"11/05/2024","November","2024","$598.00","$758.5",,"$505.5"
"11/06/2024","November","2024","$599.00","$755.5",,"$501"
"11/07/2024","November","2024","$599.50","$757.5",,"$500"
"11/08/2024","November","2024","$599.50","$756",,"$498"
"11/11/2024","November","2024","$593.50","$750.5",,"$494"
"11/12/2024","November","2024","$588.00","$748.5",,"$488"
"11/13/2024","November","2024","$585.00","$749.5",,"$487.5"
"11/14/2024","November","2024","$584.00","$751.5",,"$488"
"11/15/2024","November","2024","$582.50","$753",,"$486.5"
"11/18/2024","November","2024","$582.50","$753",,"$482"
"11/19/2024","November","2024","$586.00","$759",,"$484"
"11/20/2024","November","2024","$586.00","$759",,"$488"
"11/21/2024","November","2024","$586.00","$761",,"$487.5"
"11/22/2024","November","2024","$589.00","$764.5",,"$492"
"11/25/2024","November","2024","$587.50","$765",,"$490"
"11/26/2024","November","2024","$583.50","$762.5",,"$488"
"11/27/2024","November","2024","$580.00","$761",,"$488"
"11/28/2024","November","2024","$578.00","$758.5",,"$489"
"11/29/2024","November","2024","$579.50","$758.5",,"$491"
"12/02/2024","December","2024","$578.50","$758.5",,"$492"
"12/03/2024","December","2024","$577.50","$759",,"$496.5"
"12/04/2024","December","2024","$581.00","$760",,"$498"
"12/05/2024","December","2024","$578.50","$755",,"$491"
"12/06/2024","December","2024","$573.00","$751",,"$488.5"
"12/09/2024","December","2024","$572.50","$748.5",,"$488"
"12/10/2024","December","2024","$570.00","$746.5",,"$494.5"
"12/11/2024","December","2024","$571.00","$746.5",,"$495.5"
"12/12/2024","December","2024","$574.50","$750.5",,"$498"
"12/13/2024","December","2024","$575.50","$756.5",,"$499.5"
"12/16/2024","December","2024","$577.50","$757",,"$501.5"
"12/17/2024","December","2024","$577.00","$759.5",,"$507"
"12/18/2024","December","2024","$575.50","$760",,"$509"
"12/19/2024","December","2024","$574.50","$760.5",,"$508"
"12/20/2024","December","2024","$572.00","$758",,"$507.5"
"12/23/2024","December","2024","$573.50","$756",,"$508.5"
"12/24/2024","December","2024","$574.00","$748",,"$501.5"
"12/25/2024","December","2024","$574.00","$748",,"$501.5"
"12/26/2024","December","2024","$577.50","$749.5",,"$506"
"12/27/2024","December","2024","$577.00","$751.5",,"$504"
"12/30/2024","December","2024","$578.50","$760",,"$500"
"12/31/2024","December","2024","$582.00","$766.5",,"$505.5"
"01/01/2025","January","2025","$582.00","$766.5",,"$506"
"01/02/2025","January","2025","$582.50","$767.5",,"$504"
"01/03/2025","January","2025","$587.00","$770.5",,"$502.5"
"01/06/2025","January","2025","$587.50","$776",,"$501"
"01/07/2025","January","2025","$587.00","$768.5",,"$499"
"01/08/2025","January","2025","$592.50","$773",,"$500.5"
"01/09/2025","January","2025","$591.50","$775",,"$499"
"01/10/2025","January","2025","$596.50","$774",,"$505.5"
"01/13/2025","January","2025","$608.50","$798.5",,"$521"
"01/14/2025","January","2025","$610.50","$801",,"$519"
"01/15/2025","January","2025","$608.50","$801.5",,"$518"
"01/16/2025","January","2025","$616.50","$812",,"$525"
"01/17/2025","January","2025","$620.50","$817",,"$533"
"01/20/2025","January","2025","$619.00","$816.5",,"$517.5"
"01/21/2025","January","2025","$615.50","$810",,"$517"
"01/22/2025","January","2025","$613.00","$804",,"$516"
"01/23/2025","January","2025","$614.50","$793.5",,"$514"
"01/24/2025","January","2025","$613.50","$796",,"$515"
"01/27/2025","January","2025","$612.50","$797.5",,"$512.5"
"01/28/2025","January","2025","$613.00","$787.5",,"$511.5"
"01/29/2025","January","2025","$611.00","$780.5",,"$509.5"
"01/30/2025","January","2025","$610.00","$779.5",,"$509.5"
"01/31/2025","January","2025","$609.50","$787.5",,"$510.5"
"02/03/2025","February","2025","$609.50","$783.5",,"$511"
"02/04/2025","February","2025","$605.50","$779",,"$506"
"02/05/2025","February","2025","$605.50","$783",,"$509.5"
"02/06/2025","February","2025","$599.50","$778.5",,"$508"
"02/07/2025","February","2025","$597.00","$779.5",,"$512"
"02/10/2025","February","2025","$599.00","$785",,"$518"
"02/11/2025","February","2025","$603.00","$792.5",,"$522.5"
"02/12/2025","February","2025","$602.00","$792.5",,"$520.5"
"02/13/2025","February","2025","$593.50","$786",,"$515"
"02/14/2025","February","2025","$595.50","$785",,"$514"
"02/17/2025","February","2025","$596.50","$785.5",,"$513"
"02/18/2025","February","2025","$594.50","$788.5",,"$514"
"02/19/2025","February","2025","$596.50","$778.5",,"$518.5"
"02/20/2025","February","2025","$598.00","$787",,"$519"
"02/21/2025","February","2025","$596.00","$791.5",,"$517"
"02/24/2025","February","2025","$591.00","$785",,"$513"
"02/25/2025","February","2025","$587.50","$781",,"$511.5"
"02/26/2025","February","2025","$582.00","$775.5",,"$507"
"02/27/2025","February","2025","$576.00","$773.5",,"$506.5"
"02/28/2025","February","2025","$576.50","$772.5",,"$506"
"03/03/2025","March","2025","$573.50","$771.5",,"$508"
"03/04/2025","March","2025","$565.00","$760.5",,"$496.5"
"03/05/2025","March","2025","$559.00","$757.5",,"$493"
"03/06/2025","March","2025","$555.50","$752.5",,"$492"
"03/07/2025","March","2025","$552.00","$745.5",,"$493.5"
"03/10/2025","March","2025","$552.00","$749",,"$496.5"
"03/11/2025","March","2025","$550.50","$745.5",,"$493"
"03/12/2025","March","2025","$552.00","$737.5",,"$493.5"
"03/13/2025","March","2025","$553.00","$744",,"$493"
"03/14/2025","March","2025","$551.50","$740.5",,"$492"
"03/17/2025","March","2025","$551.50","$743.5",,"$492"
"03/18/2025","March","2025","$553.00","$746",,"$494.5"
"03/19/2025","March","2025","$549.00","$742",,"$489"
"03/20/2025","March","2025","$549.00","$743.5",,"$485.5"
"03/21/2025","March","2025","$551.50","$747",,"$489"
"03/24/2025","March","2025","$552.50","$751",,"$490.5"
"03/25/2025","March","2025","$555.50","$754.5",,"$492.5"
"03/26/2025","March","2025","$556.50","$754.5",,"$493"
"03/27/2025","March","2025","$558.00","$758",,"$492.5"
"03/28/2025","March","2025","$560.00","$760",,"$498"
"03/31/2025","March","2025","$560.50","$759",,"$498"
"04/01/2025","April","2025","$565.00","$765.5",,"$501.5"
"04/02/2025","April","2025","$567.00","$764",,"$501.5"
"04/03/2025","April","2025","$562.00","$756",,"$495"
"04/04/2025","April","2025","$548.50","$735",,"$482"
"04/07/2025","April","2025","$530.00","$711.5",,"$461.5"
"04/08/2025","April","2025","$524.00","$707.5",,"$461.5"
"04/09/2025","April","2025","$515.00","$696.5",,"$451.5"
"04/10/2025","April","2025","$518.00","$698",,"$454"
"04/11/2025","April","2025","$521.00","$700",,"$451.5"
"04/14/2025","April","2025","$523.00","$704",,"$457.5"
"04/15/2025","April","2025","$524.00","$706.5",,"$458.5"
"04/16/2025","April","2025","$521.00","$707.5",,"$456.5"
"04/17/2025","April","2025","$523.50","$714",,"$460.5"
"04/18/2025","April","2025","$529.50","$717",,"$464"
"04/21/2025","April","2025","$526.00","$720",,"$463"
"04/22/2025","April","2025","$526.50","$722.5",,"$461"
"04/23/2025","April","2025","$529.00","$724",,"$465"
"04/24/2025","April","2025","$526.00","$712.5",,"$461.5"
"04/25/2025","April","2025","$526.50","$712",,"$461"
"04/28/2025","April","2025","$529.00","$714.5",,"$461"
"04/29/2025","April","2025","$524.50","$710.5",,"$456"
"04/30/2025","April","2025","$521.00","$705.5",,"$454"
"05/01/2025","May","2025","$516.00","$700",,"$449.5"
"05/02/2025","May","2025","$517.50","$697",,"$446.5"
"05/05/2025","May","2025","$513.50","$694.5",,"$440"
"05/06/2025","May","2025","$515.00","$692.5",,"$445.5"
"05/07/2025","May","2025","$518.50","$695.5",,"$449.5"
"05/08/2025","May","2025","$519.50","$694",,"$448.5"
"05/09/2025","May","2025","$526.00","$700.5",,"$455.5"
"05/12/2025","May","2025","$531.00","$707",,"$461.5"
"05/13/2025","May","2025","$532.00","$708",,"$465"
"05/14/2025","May","2025","$540.00","$718.5",,"$473"
"05/15/2025","May","2025","$540.00","$723",,"$469"
"05/16/2025","May","2025","$539.00","$720",,"$469"
"05/19/2025","May","2025","$537.00","$712",,"$469"
"05/20/2025","May","2025","$538.50","$714.5",,"$462.5"
"05/21/2025","May","2025","$540.00","$714",,"$466"
"05/22/2025","May","2025","$536.50","$712.5",,"$462.5"
"05/23/2025","May","2025","$532.00","$708.5",,"$460.5"
"05/26/2025","May","2025","$532.50","$710",,"$461.5"
"05/27/2025","May","2025","$531.00","$706.5",,"$457.5"
"05/28/2025","May","2025","$532.00","$706",,"$459.5"
"05/29/2025","May","2025","$532.00","$706",,"$461.5"
"05/30/2025","May","2025","$528.00","$703",,"$457"
"06/02/2025","June","2025","$531.50","$708",,"$456.5"
"06/03/2025","June","2025","$531.00","$710",,"$462"
"06/04/2025","June","2025","$533.50","$709",,"$463.5"
"06/05/2025","June","2025","$534.00","$711.5",,"$465"
"06/06/2025","June","2025","$532.00","$711.5",,"$464.5"
"06/09/2025","June","2025","$532.50","$715.5",,"$466.5"
"06/10/2025","June","2025","$534.50","$717",,"$467"
"06/17/2025","June","2025","$571.00","$767",,"$499"
"06/18/2025","June","2025","$581.50","$789.5",,"$506"
"06/19/2025","June","2025","$588.00","$803.5",,"$509"
"06/20/2025","June","2025","$589.00","$818",,"$509"
"06/23/2025","June","2025","$588.00","$805",,"$508"
"06/24/2025","June","2025","$562.50","$769",,"$477.5"
"06/25/2025","June","2025","$557.50","$761.5",,"$474.5"
"06/26/2025","June","2025","$556.00","$755",,"$478"
"06/27/2025","June","2025","$554.00","$757.5",,"$472.5"
"06/30/2025","June","2025","$553.00","$756",,"$470.5"
"07/01/2025","July","2025","$553.00","$755",,"$469"
"07/02/2025","July","2025","$552.00","$760.5",,"$465"
"07/03/2025","July","2025","$555.50","$768",,"$469.5"
"07/04/2025","July","2025","$555.50","$768",,"$466.5"
"07/07/2025","July","2025","$553.00","$772",,"$465.5"
"07/08/2025","July","2025","$555.50","$774.5",,"$467.5"
"07/09/2025","July","2025","$559.50","$787",,"$468.5"
"07/10/2025","July","2025","$557.50","$785.5",,"$469.5"
"07/11/2025","July","2025","$554.00","$779",,"$464.5"
"07/14/2025","July","2025","$557.50","$787",,"$466.5"
"07/15/2025","July","2025","$557.00","$773.5",,"$464.5"
"07/16/2025","July","2025","$552.00","$770.5",,"$460.5"
"07/17/2025","July","2025","$550.50","$768.5",,"$462.5"
"07/18/2025","July","2025","$550.50","$776.5",,"$467"
"07/21/2025","July","2025","$550.00","$775",,"$467"
