"Day","Month","Year","VLSFO Fuel Oil, IMO 2020 Grade, 0.5%","Marine Gas Oil","Intermdiate Fuel Oil, 180cSt","Intermdiate Fuel Oil, 380cSt"
"07/22/2025","July","2025","$549.50","$773",,"$465.5"
"07/23/2025","July","2025","$547.00","$771",,"$462"
"07/24/2025","July","2025","$548.50","$773",,"$467"
"07/25/2025","July","2025","$548.00","$772",,"$466"
"07/28/2025","July","2025","$547.00","$769",,"$464.5"
"07/29/2025","July","2025","$550.00","$770.5",,"$466.5"
"07/30/2025","July","2025","$555.50","$774.5",,"$472.5"
"07/31/2025","July","2025","$556.50","$776",,"$471.5"
"08/01/2025","August","2025","$556.00","$772.5",,"$471"
"08/04/2025","August","2025","$549.00","$760.5",,"$465"
"08/05/2025","August","2025","$546.00","$751.5",,"$464"
"08/06/2025","August","2025","$543.50","$750.5",,"$464"
"08/07/2025","August","2025","$541.00","$746.5",,"$462"
"08/08/2025","August","2025","$537.00","$756.5",,"$458.5"
"08/11/2025","August","2025","$533.50","$749",,"$456.5"
"08/12/2025","August","2025","$532.00","$753",,"$456"
"08/13/2025","August","2025","$531.00","$745.5",,"$454.5"
"08/14/2025","August","2025","$529.50","$744",,"$452"
"08/15/2025","August","2025","$531.50","$743.5",,"$451.5"
"08/18/2025","August","2025","$528.50","$740.5",,"$449"
"08/19/2025","August","2025","$527.00","$739.5",,"$445.5"
"08/20/2025","August","2025","$527.00","$740",,"$444.5"
"08/21/2025","August","2025","$529.00","$743",,"$446"
"08/22/2025","August","2025","$527.50","$744",,"$443"
"08/25/2025","August","2025","$531.00","$749.5",,"$453"
"08/26/2025","August","2025","$532.50","$751.5",,"$452.5"
"08/27/2025","August","2025","$530.00","$746",,"$442.5"
"08/28/2025","August","2025","$529.00","$745.5",,"$443.5"
"08/29/2025","August","2025","$531.00","$749",,"$442.5"
"09/01/2025","September","2025","$533.50","$747.5",,"$444"
"09/02/2025","September","2025","$534.50","$751",,"$447.5"
"09/03/2025","September","2025","$536.00","$757.5",,"$448.5"
"09/04/2025","September","2025","$530.50","$755",,"$445.5"
"09/05/2025","September","2025","$525.50","$755",,"$438.5"
"09/08/2025","September","2025","$524.50","$754",,"$435"
"09/09/2025","September","2025","$524.00","$758.5",,"$439"
"09/10/2025","September","2025","$521.00","$761.5",,"$437.5"
"09/11/2025","September","2025","$517.50","$760",,"$438.5"
"09/12/2025","September","2025","$516.50","$758.5",,"$437"
"09/15/2025","September","2025","$516.50","$760",,"$438"
"09/16/2025","September","2025","$521.50","$764.5",,"$440.5"
"09/17/2025","September","2025","$524.00","$770.5",,"$442.5"
"09/18/2025","September","2025","$524.00","$772",,"$444"
"09/19/2025","September","2025","$520.50","$765.5",,"$441.5"
"09/22/2025","September","2025","$515.00","$764.5",,"$441"
"09/23/2025","September","2025","$514.50","$763",,"$442.5"
"09/24/2025","September","2025","$518.00","$768.5",,"$449.5"
"09/25/2025","September","2025","$520.50","$772.5",,"$453"
"09/26/2025","September","2025","$524.50","$782",,"$458"
"09/29/2025","September","2025","$523.00","$773.5",,"$457"
"11/05/2025","November","2025","$494.00","$779.5",,"$434"
"11/06/2025","November","2025","$492.50","$792.5",,"$433.5"
"11/07/2025","November","2025","$492.50","$799",,"$431"
"11/10/2025","November","2025","$495.50","$795",,"$431.5"
"11/11/2025","November","2025","$495.00","$803",,"$430.5"
"11/12/2025","November","2025","$496.00","$813",,"$430"
"11/13/2025","November","2025","$490.00","$796",,"$422.5"
"11/14/2025","November","2025","$490.00","$791.5",,"$419"
"11/17/2025","November","2025","$492.00","$797",,"$421.5"
"11/18/2025","November","2025","$493.00","$804",,"$419"
"11/19/2025","November","2025","$490.00","$821.5",,"$417.5"
"11/20/2025","November","2025","$486.50","$811.5",,"$413"
"11/21/2025","November","2025","$482.00","$794.5",,"$408.5"
"11/24/2025","November","2025","$477.00","$779",,"$405.5"
"11/25/2025","November","2025","$473.00","$767",,"$404"
"11/26/2025","November","2025","$470.50","$758.5",,"$399"
"11/27/2025","November","2025","$471.50","$755.5",,"$400"
"11/28/2025","November","2025","$472.00","$756",,"$400"
"12/01/2025","December","2025","$473.50","$757.5",,"$401.5"
"12/02/2025","December","2025","$473.00","$755.5",,"$400"
"12/03/2025","December","2025","$469.50","$759",,"$397"
"12/04/2025","December","2025","$470.50","$755.5",,"$397"
"12/05/2025","December","2025","$472.50","$752",,"$400"
"12/08/2025","December","2025","$470.50","$747.5",,"$399.5"
"12/09/2025","December","2025","$469.50","$743",,"$397"
"12/10/2025","December","2025","$466.00","$744",,"$392.5"
"12/11/2025","December","2025","$464.00","$739",,"$388"
"12/12/2025","December","2025","$462.00","$735.5",,"$388"
"12/15/2025","December","2025","$461.00","$731",,"$386.5"
"12/16/2025","December","2025","$457.50","$721.5",,"$382"
"12/17/2025","December","2025","$456.00","$721",,"$383.5"
"12/18/2025","December","2025","$455.50","$716",,"$387"
"12/19/2025","December","2025","$457.00","$712",,"$383"
"12/22/2025","December","2025","$458.00","$714.5",,"$387.5"
"12/23/2025","December","2025","$462.00","$711",,"$390.5"
"12/24/2025","December","2025","$463.00","$715",,"$390"
"12/25/2025","December","2025","$463.00","$715",,"$390"
"12/26/2025","December","2025","$462.00","$712.5",,"$388.5"
"12/29/2025","December","2025","$464.50","$717.5",,"$390"
"12/30/2025","December","2025","$463.00","$717",,"$393"
"12/31/2025","December","2025","$463.50","$715",,"$391"
"01/01/2026","January","2026","$464.00","$715",,"$391.5"
"01/02/2026","January","2026","$462.00","$714.5",,"$390.5"
"01/05/2026","January","2026","$460.00","$713.5",,"$391"
"01/06/2026","January","2026","$460.00","$712",,"$392.5"
"01/07/2026","January","2026","$458.50","$708",,"$389.5"
"01/08/2026","January","2026","$458.00","$705.5",,"$389"
"01/09/2026","January","2026","$462.00","$712.5",,"$394"
"01/12/2026","January","2026","$466.00","$715.5",,"$393"
"01/13/2026","January","2026","$472.00","$721",,"$398"
"01/14/2026","January","2026","$477.50","$728",,"$406"
"01/15/2026","January","2026","$477.00","$725",,"$403"
"01/16/2026","January","2026","$476.00","$725",,"$406.5"
"01/19/2026","January","2026","$476.00","$728",,"$407.5"
"01/20/2026","January","2026","$476.00","$728.5",,"$405.5"
"01/21/2026","January","2026","$480.00","$736.5",,"$408"
"01/22/2026","January","2026","$484.50","$739",,"$412"
"01/23/2026","January","2026","$485.00","$741",,"$415.5"
"01/26/2026","January","2026","$488.00","$750",,"$427.5"
"01/27/2026","January","2026","$487.00","$751.5",,"$424.5"
"01/28/2026","January","2026","$493.50","$759.5",,"$429.5"
"01/29/2026","January","2026","$502.00","$768",,"$435"
"01/30/2026","January","2026","$503.00","$769",,"$437.5"
"02/02/2026","February","2026","$495.00","$760",,"$426.5"
"02/03/2026","February","2026","$494.50","$758",,"$427"
"02/04/2026","February","2026","$503.50","$767.5",,"$436"
"02/05/2026","February","2026","$507.50","$767.5",,"$441"
"02/06/2026","February","2026","$508.50","$769.5",,"$440"
"02/09/2026","February","2026","$507.50","$768.5",,"$439.5"
"02/10/2026","February","2026","$510.50","$769",,"$443"
"02/11/2026","February","2026","$516.50","$772.5",,"$446.5"
"02/12/2026","February","2026","$517.00","$773.5",,"$449"
"02/13/2026","February","2026","$509.50","$765",,"$442.5"
"02/16/2026","February","2026","$510.00","$762.5",,"$447"
"02/17/2026","February","2026","$512.50","$765.5",,"$448"
"02/18/2026","February","2026","$516.00","$766",,"$451.5"
"02/19/2026","February","2026","$532.00","$784.5",,"$463.5"
"02/20/2026","February","2026","$535.50","$791",,"$464.5"
"02/23/2026","February","2026","$536.00","$783.5",,"$458.5"
"02/24/2026","February","2026","$538.00","$791.5",,"$459.5"
"02/25/2026","February","2026","$537.50","$793.5",,"$457"
"02/26/2026","February","2026","$536.50","$792",,"$460.5"
"02/27/2026","February","2026","$543.50","$797.5",,"$463"
"03/02/2026","March","2026","$587.50","$877.5",,"$517"
"03/03/2026","March","2026","$629.00","$981.5",,"$558.5"
"03/04/2026","March","2026","$659.00","$1,029",,"$583.5"
"03/05/2026","March","2026","$681.50","$1,108",,"$610.5"
"03/06/2026","March","2026","$735.00","$1,153.5",,"$649"
"03/09/2026","March","2026","$929.00","$1,330",,"$886"
"03/10/2026","March","2026","$907.00","$1,285",,"$805.5"
"03/11/2026","March","2026","$960.00","$1,379",,"$794"
