cluster,service,cleanliness,value,location_rating,sleep_quality,rooms
0,3.575553952056407,3.6298945930469335,3.5550492064236026,3.807259755436664,3.4397382777138783,3.2898236912686167
1,2.1635866062949396,2.0150297619047617,2.144765805182472,2.817510061954507,2.005053164428164,1.789664309455976
2,4.309193752211651,4.447410049987559,4.156823998313658,4.36556341980641,4.228047002017964,4.160987338964016
